,catagory,sub_cata_1,sub_cata_2,product,price,review,review_num
908,Women's Clothes,Hoodies & Sweatshirts,,Team Canada Engineered Warmth Half Zip,109.0,4.5,11
909,Women's Clothes,Sweaters,,Cotton-Cashmere Blend Sweater Wrap,89.0,4.4,84
910,Women's Clothes,Pants,Leggings,All the Right Places High-Rise Drawcord Waist Crop 23”,79.0,4.0,203
911,Women's Clothes,Pants,Joggers,Convertible High-Rise Hiking Jogger Online Only,159.0,4.1,115
912,Women's Clothes,Shorts,,"Base Pace High-Rise Reflective Short 8""",39.0,4.4,29
913,Women's Clothes,bottoms,Underwear,UnderEase Mid-Rise Bikini Underwear Online Only,14.0,3.4,42
914,Women's Clothes,Pants,Leggings,"Wunder Train Contour Fit High-Rise Crop 21""",69.0,3.9,34
915,Women's Clothes,Pants,Sweatpants,Team Canada Relaxed High-Rise Fleece Jogger COC Logo Online Only,59.0,3.6,53
916,Women's Clothes,Pants,Leggings,"lululemon Align™ Super-High-Rise Pant 28"" Online Only",49.0,4.1,922
917,Men's Clothes,Sweaters,,lululemon lab Fleece Crew Pullover,89.0,4.4,8
918,Women's Clothes,Shirts,Long Sleeve Shirts,Team Canada All Yours Long Sleeve Shirt,49.0,4.3,6
919,Women's Clothes,Shirts,T-Shirts,Textured Fleece Embroidered Logo T-Shirt,69.0,3.3,6
920,Women's Clothes,Hoodies & Sweatshirts,,Two-Tone Ribbed Running Half Zip,74.0,3.6,33
921,Women's Clothes,Shorts,,"Hotty Hot High-Rise Short 4"" Colour Block",49.0,5.0,4
922,Women's Clothes,Pants,,"Ready to Rulu Straight-Leg High-Rise Cropped Pants 24""",84.0,4.1,17
923,Women's Clothes,Shirts,Tank Tops,lululemon Align™ Ribbed Tank Top,39.0,4.5,80
924,Women's Clothes,Pants,Leggings,"Swift Speed High-Rise Crop 23"" Brushed Luxtreme",89.0,4.3,23
925,Women's Clothes,Pants,Joggers,Dynamic Movement Jogger,204.0,4.8,28
926,Women's Clothes,Pants,Leggings,"Wunder Train High-Rise Tight with Pockets 25"" Foil",119.0,4.2,19
927,Women's Clothes,Pants,Leggings,"InStill High-Rise Crop 23""",49.0,4.4,161
928,Women's Clothes,Pants,Joggers,Scuba High-Rise Jogger 7/8 Length,109.0,3.6,100
929,Women's Clothes,Sports Bras,,"Run Times Bra High Support, B-G Cups",39.0,,0
930,Women's Clothes,Sweaters,,Cotton-Cashmere Blend Mock Neck Sweater,79.0,4.0,64
931,Women's Clothes,Coats & Jackets,,Lightweight Insulated Hiking Jacket,149.0,4.6,45
932,Women's Clothes,Shorts,,"Ribbed Contoured Lined High-Rise Short 8""",39.0,4.0,1
933,Women's Clothes,Shirts,Long Sleeve Shirts,Lightweight Hiking Long Sleeve Henley,54.0,4.0,11
934,Women's Clothes,Shorts,,"Tracker Low-Rise Lined Short 4""",39.0,4.1,2337
935,Women's Clothes,Coats & Jackets,,New Year Wunder Puff Cropped Vest,169.0,4.5,2
936,Women's Clothes,Pants,Leggings,"Power Thru High-Rise Tight 28""",79.0,3.5,65
937,Women's Clothes,Pants,Leggings,"Wunder Under Scalloped Hem High-Rise Crop 23"" Full-On Luxtreme",49.0,3.7,62
938,Women's Clothes,Hoodies & Sweatshirts,,Team Canada Swiftly Tech Half Zip 2.,74.0,4.2,5
939,Women's Clothes,Skirts,,Super-High-Rise Side-Slit Tennis Skirt,69.0,3.8,9
940,Women's Clothes,Pants,Leggings,"Wunder Under High-Rise Tight 28"" Luon",59.0,2.8,689
941,Women's Clothes,Shirts,Tank Tops,,24.0,4.1,69
942,Women's Clothes,Skirts,,Multi-Pocket Cargo High-Rise Hiking Skirt,74.0,4.7,49
943,Women's Clothes,Shorts,,"lululemon Align™ High-Rise Short 8"" Shine",39.0,4.4,19
944,Women's Clothes,Shirts,Long Sleeve Shirts,Back in Action Long Sleeve Shirt Nulu Online Only,39.0,4.4,275
945,Women's Clothes,Swimsuits,,Smocked Mid-Rise Skimpy-Fit Swim Bottom,29.0,3.3,6
946,Women's Clothes,Shirts,T-Shirts,Lightweight Mesh Reversible Yoga T-Shirt,29.0,,0
947,Women's Clothes,Sports Bras,,"Seamless Racerback Train Bra Light Support, B/C Cup Online Only",39.0,3.1,7
948,Women's Clothes,Pants,,City Sleek 5 Pocket High-Rise Wide-Leg Pant Light Utilitech,109.0,3.9,296
949,Women's Clothes,Shirts,Bodysuits,SenseKnit Running One-Piece,99.0,,0
950,Women's Clothes,Hoodies & Sweatshirts,,AirWrap Hoodie Emboss Wordmark,109.0,4.6,30
951,Women's Clothes,Pants,,"lululemon Align™ High-Rise Mini Flared Pant 32""",99.0,3.9,585
952,Women's Clothes,Shirts,T-Shirts,Abrasion-Resistant Training T-Shirt,49.0,4.3,52
953,Women's Clothes,Shorts,,"Power Thru High-Rise Short 6""",39.0,,0
954,Women's Clothes,Shirts,Tank Tops,Train to Be Tank Top,29.0,4.3,413
955,Women's Clothes,Shirts,Long Sleeve Shirts,Team Canada All Yours Graphic Long Sleeve Shirt CPC Logo,49.0,5.0,6
956,Women's Clothes,Coats & Jackets,,Always Effortless Insulated Jacket,119.0,4.5,40
957,Women's Clothes,Skirts,,Asymmetrical Pleated Tennis Skirt,74.0,3.8,12
958,Women's Clothes,Shorts,,"Nulu Fold High-Rise Yoga Short 8""",39.0,3.6,29
959,Women's Clothes,Sports Bras,,"lululemon Align™ Ribbed Bra Light Support, A/B Cup",39.0,4.6,17
960,Women's Clothes,Pants,Capris,"New Year lululemon Align™ High-Rise Crop 23""",69.0,,0
961,Women's Clothes,Swimsuits,,"Waterside Square-Neck One-Piece Swimsuit Smocked B/C Cup, Medium Bum Coverage",74.0,3.8,15
962,Women's Clothes,Shirts,Long Sleeve Shirts,Ribbed Modal-Silk Blend Long Sleeve Shirt,64.0,,0
963,Women's Clothes,Swimsuits,,Waterside High-Waist Skimpy-Fit Swim Bottom Online Only,29.0,3.9,21
964,Women's Clothes,Sports Bras,,"In Alignment Straight-Strap Bra Light Support, C/D Cup Online Only",29.0,4.0,319
965,Women's Clothes,Hoodies & Sweatshirts,,Insulated Jacquard Cardigan,189.0,3.7,6
966,Women's Clothes,Dresses,,"lululemon Align™ Bodysuit 8""",59.0,4.3,100
967,Women's Clothes,Shirts,T-Shirts,Cates T-Shirt Online Only,39.0,4.4,679
968,Women's Clothes,Shirts,Tank Tops,Front Zip Mock-Neck Tennis Tank Top,49.0,4.6,60
969,Women's Clothes,Hoodies & Sweatshirts,,Team Canada Perfectly Oversized Crew Calgary,59.0,4.6,10
970,Women's Clothes,Shirts,Long Sleeve Shirts,Team Canada All Yours Long Sleeve Shirt Montreal,39.0,4.7,3
971,Women's Clothes,Shirts,Long Sleeve Shirts,Team Canada All Yours Long Sleeve Shirt Calgary,39.0,4.5,2
972,Women's Clothes,Coats & Jackets,,Wunder Puff Long Jacket,199.0,4.2,692
973,Women's Clothes,Pants,Leggings,"Logo Waistband High-Rise Training Crop 21""",79.0,,0
974,Women's Clothes,Pants,,Light Utilitech Cargo Pocket High-Rise Pant,129.0,4.2,198
975,Women's Clothes,Pants,Leggings,"InStill High-Rise Crop 21""",69.0,3.8,18
976,Women's Clothes,Sweaters,,Merino Wool Long Sleeve Light Sweater,69.0,2.4,46
977,Women's Clothes,Coats & Jackets,,Water-Repellent Fleece Hiking Vest,79.0,3.8,19
978,Women's Clothes,Shorts,,"Lightweight Mid-Rise Short 3.5""",54.0,3.9,34
979,Women's Clothes,Shirts,Tank Tops,Throwback Print lululemon Align™ Waist-Length Racerback Tank Top,29.0,4.4,9
980,Women's Clothes,Hoodies & Sweatshirts,,Softstreme Ribbed-Hem Pullover,69.0,4.0,66
981,Women's Clothes,Hoodies & Sweatshirts,,Modal Fleece Long Sleeve Hoodie Online Only,69.0,4.0,35
982,Women's Clothes,Sports Bras,,"lululemon Energy™ Bra High Support, B–DDD Cups",39.0,3.7,819
983,Women's Clothes,Shirts,T-Shirts,All Yours Cotton T-Shirt Tie Dye,39.0,4.2,19
984,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Crop 17""",49.0,3.7,72
985,Women's Clothes,Pants,Capris,"Power Thru High-Rise Crop 23"" Colour Seam",99.0,3.7,3
986,Women's Clothes,Sweaters,,Merino Wool Mockneck Light Sweater,79.0,3.4,22
987,Women's Clothes,Shirts,T-Shirts,Back in Action Short Sleeve T-Shirt Nulu Online Only,49.0,4.5,153
988,Women's Clothes,Pants,,"InStill High-Rise Tight 28"" Online Only",79.0,4.1,149
989,Women's Clothes,Sports Bras,,"Free to Be Serene Jacquard Bra Light Support, C/D Cup",39.0,4.1,7
990,Women's Clothes,Shirts,Tank Tops,Base Pace Two-Toned Ribbed Tank Top,49.0,4.0,3
991,Women's Clothes,Shorts,,"Base Pace High-Rise Ribbed Short 8""",39.0,2.0,1
992,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Reflective Crop 23""",79.0,3.9,25
993,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Pant 31"" Online Only",99.0,3.8,1117
994,Women's Clothes,Coats & Jackets,,Fast and Free Windbreaker,99.0,3.7,108
995,Women's Clothes,Shirts,Tank Tops,Logo Elastic Everlux Shelf Tank Top,54.0,3.9,12
996,Women's Clothes,Sports Bras,,"Everlux High-Neck Back-Keyhole Train Bra Medium Support, C/D Cup Online Only",49.0,5.0,13
997,Women's Clothes,Coats & Jackets,,Waterproof Hiking Half-Zip Pullover Online Only,139.0,4.2,53
998,Women's Clothes,Shirts,Tank Tops,SenseKnit Running Tank Top,49.0,4.0,38
999,Women's Clothes,Shirts,Tank Tops,All Yours Tank Top Tie Dye,29.0,4.2,5
1000,Women's Clothes,Coats & Jackets,,lululemon lab Women's Down-Fill Jacquard Parka Online Only,549.0,,0
1001,Women's Clothes,Shorts,,"Multi-Pocket Cargo High-Rise Hiking Short 5""",74.0,4.3,91
1002,Women's Clothes,Shirts,Short Sleeve Shirts,Quick-Dry Short Sleeve Polo Shirt,49.0,4.5,137
1003,Women's Clothes,Coats & Jackets,,Evergreen Anorak,89.0,4.3,118
1004,Women's Clothes,Shirts,,All Yours Tank Top Vitasea,34.0,3.0,10
1005,Women's Clothes,Pants,Leggings,"lululemon Align™ Ribbed High-Rise Pant 25""",99.0,4.1,312
1006,Women's Clothes,Pants,Leggings,"Wunder Under High-Rise Tight 28"" Luxtreme",59.0,2.5,150
1007,Women's Clothes,Shirts,Long Sleeve Shirts,Team Canada All Yours Long Sleeve Shirt Toronto,39.0,4.5,4
1008,Women's Clothes,Pants,,"Throwback Print lululemon Align™ High-Rise Crop 17""",69.0,4.3,26
1009,Women's Clothes,Dresses,,Pima Cotton Open-Back Midi Dress,64.0,,0
1010,Women's Clothes,Pants,Joggers,Brushed Softstreme Ribbed High-Rise Jogger,124.0,4.3,94
1011,Women's Clothes,Pants,,Brushed Softstreme Split-Hem High-Rise Pant,129.0,3.9,125
1012,Women's Clothes,Shirts,Tank Tops,Lightweight Stretch Running Tank Top Online Only,29.0,4.2,84
1013,Women's Clothes,Pants,Joggers,Relaxed High-Rise Jogger Full Length Online Only,99.0,3.6,219
1014,Women's Clothes,Shirts,Long Sleeve Shirts,Back in Action Long Sleeve Shirt Shine,49.0,4.4,52
1015,Women's Clothes,Pants,Leggings,"Throwback Inspire High-Rise Crop 21""",49.0,4.1,30
1016,Women's Clothes,Hoodies & Sweatshirts,,Nulu Hooded Define Jacket Ruched,109.0,4.4,34
1017,Women's Clothes,Sweaters,,Jacquard Multi-Texture Crew Neck Sweater,89.0,3.5,15
1018,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Ribbed Tight 25""",69.0,,0
1019,Women's Clothes,Pants,Leggings,"High-Rise Paddle Crop 15.75"" Length Online Only",59.0,3.0,28
1020,Women's Clothes,Dresses,,Lightweight High-Neck Dress,74.0,4.6,41
1021,Women's Clothes,Coats & Jackets,,Throwback Shape Jacket,89.0,4.3,27
1022,Women's Clothes,Shirts,Long Sleeve Shirts,Team Canada All Yours Long Sleeve Shirt Vancouver,39.0,4.5,6
1023,Women's Clothes,Sweaters,,Wool-Blend Patterned Sweater Online Only,89.0,3.0,1
1024,Women's Clothes,Pants,,Team Canada Scuba High-Rise Jogger,89.0,3.6,5
1025,Women's Clothes,Pants,Leggings,"Invigorate High-Rise Tight 25"" Foil",79.0,,0
1026,Women's Clothes,Skirts,,Pace Rival Mid-Rise Skirt Tall,49.0,4.6,25
1027,Women's Clothes,Sweaters,,Brushed Cotton Merino Blend Mockneck,119.0,4.5,28
1028,Women's Clothes,Shorts,,"Team Canada lululemon Align™ High-Rise Short 8"" COC Logo Online Only",39.0,5.0,4
1029,Women's Clothes,Skirts,,Side-Pleat High-Rise Tennis Skirt,39.0,4.5,84
1030,Women's Clothes,Hoodies & Sweatshirts,,All Yours Cropped Hoodie,39.0,3.9,194
1031,Women's Clothes,Shorts,,"Throwback Print lululemon Align™ High-Rise Short 6""",39.0,4.6,10
1032,Women's Clothes,Pants,Joggers,Scuba High-Rise French Terry Cropped Jogger,79.0,3.8,6
1033,Women's Clothes,Shirts,Long Sleeve Shirts,Team Canada Love Long Sleeve Shirt COC Logo Online Only,29.0,4.4,78
1034,Women's Clothes,Pants,Joggers,Engineered Warmth Relaxed Fit Jogger Full Length,139.0,4.5,14
1035,Women's Clothes,Swimsuits,,"Smocked Swim Bottom High Waist, Medium Bum Coverage Online Only",29.0,3.4,14
1036,Women's Clothes,Dresses,,Softstreme Back In Action Dress Online Only,59.0,4.2,123
1037,Women's Clothes,Shorts,,"lululemon Align™ High-Rise Short 6"" Ruched",49.0,3.2,12
1038,Women's Clothes,Pants,Leggings,"Throwback Print lululemon Align™ High-Rise Pant 25""",99.0,3.8,78
1039,Women's Clothes,Shirts,Tank Tops,Modal-Silk Blend Tie-Front Yoga Tank Top,39.0,4.4,18
1040,Women's Clothes,Sweaters,,Jacquard Multi-Texture Sweater Jacket,99.0,3.9,31
1041,Women's Clothes,Swimsuits,,Waterside High-Cut Super-High-Rise Swim Bottom Medium Bum Coverage,29.0,3.4,7
1042,Women's Clothes,Shirts,,Cotton French Terry + Swift T-Shirt,54.0,3.8,16
1043,Women's Clothes,Hoodies & Sweatshirts,,Team Canada Perfectly Oversized Crew Montreal,59.0,4.4,7
1044,Women's Clothes,Dresses,,Merino Wool-Blend Knit Dress,109.0,3.8,24
1045,Women's Clothes,Pants,,"Tech Fleece High-Rise Running Tight 28""",159.0,3.4,43
1046,Women's Clothes,Pants,Joggers,Ready to Rulu High-Rise Jogger 7/8 Length,89.0,3.9,165
1047,Women's Clothes,Shirts,Bodysuits,"Tank Top Jumpsuit 23""",74.0,3.9,21
1048,Women's Clothes,Coats & Jackets,,Break a Trail Waterproof Jacket,149.0,,0
1049,Women's Clothes,Sports Bras,,"Invigorate Bra with Clasp High Support, B/C Cup Online Only",39.0,3.7,109
1050,Women's Clothes,Coats & Jackets,,Polar Pace Run Jacket,169.0,3.8,17
1051,Women's Clothes,Hoodies & Sweatshirts,,Team Canada Perfectly Oversized Crew Vancouver,59.0,4.0,2
1052,Women's Clothes,Pants,,Cargo High-Rise Hiking Pant,124.0,4.3,27
1053,Women's Clothes,Swimsuits,,Waterside Mid-Rise Swim Bottom Medium Bum Coverage Online Only,39.0,3.6,38
1054,Women's Clothes,Coats & Jackets,,Lightweight Hooded Jacket,99.0,4.1,70
1055,Women's Clothes,Hoodies & Sweatshirts,,Team Canada Perfectly Oversized Crew Toronto,59.0,4.3,10
1056,Women's Clothes,Sports Bras,,"Wunder Train Longline Bra Foil Medium Support, C/D Cup",49.0,3.4,14
1057,Women's Clothes,Sports Bras,,"lululemon Energy Bra Shine Medium Support, B–D Cups",39.0,3.9,922
1058,Women's Clothes,Coats & Jackets,,Polar Shield Parka Online Only,699.0,4.3,10
1059,Women's Clothes,Pants,Leggings,"lululemon Align™ Ribbed Panel High-Rise Tight 25""",99.0,3.3,83
1060,Women's Clothes,Swimsuits,,Waterside Square-Neck Swim Top B/C Cup,39.0,4.6,21
1061,Women's Clothes,Shirts,Tank Tops,All Yours Tank Top Graphic,24.0,4.3,26
1062,Women's Clothes,Pants,Leggings,"Power Thru High-Rise Crop 23""",59.0,3.3,155
1063,Women's Clothes,Skirts,,Court Rival Perforated High-Rise Skirt Long,64.0,3.9,30
1064,Women's Clothes,Hoodies & Sweatshirts,,Softstreme Turtleneck Pullover,99.0,3.8,75
1065,Women's Clothes,Coats & Jackets,,Oversized Hooded Rain Jacket,199.0,4.1,24
1066,Women's Clothes,Pants,Capris,"lululemon Align™ Ribbed High-Rise Crop 23""",79.0,3.8,35
1067,Women's Clothes,Pants,Joggers,Ready to Rulu Ribbed High-Rise Cropped Jogger Online Only,89.0,3.5,13
1068,Women's Clothes,Pants,Capris,"Fast and Free High-Rise Crop 23"" Brushed Nulux",89.0,4.1,719
1069,Women's Clothes,Coats & Jackets,,lululemon lab Packable Parka,129.0,1.0,1
1070,Women's Clothes,Shirts,T-Shirts,Back in Action T-Shirt Special Edition,49.0,3.8,18
1071,Women's Clothes,Pants,Capris,"Swift Speed High-Rise Crop 21"" Reflective",279.0,4.3,3
1072,Women's Clothes,Sports Bras,,"lululemon Energy Bra High-Neck Longline Tough Motif Medium Support, B–D Cups",39.0,3.6,337
1073,Women's Clothes,Pants,Joggers,lululemon Align™ Ribbed-Waist Cropped Jogger,89.0,4.4,35
1074,Women's Clothes,Shirts,Tank Tops,Key to Balance Yoga Tank Top,49.0,4.4,307
1075,Women's Clothes,Shorts,,"Wunder Train High-Rise Short 4""",39.0,3.9,265
1076,Women's Clothes,Dresses,,Cotton Wrap-Front T-Shirt Dress,54.0,3.6,101
1077,Women's Clothes,Dresses,,Back in Action Long Sleeve Dress,69.0,3.8,336
1078,Women's Clothes,Coats & Jackets,,Long Oversized Down Jacket,279.0,3.2,85
1079,Women's Clothes,Shirts,T-Shirts,All Yours Cotton T-Shirt Pride,49.0,,0
1080,Women's Clothes,Shirts,Tank Tops,Nulu and Mesh-Back Shelf-Bra Yoga Tank Top,29.0,3.9,27
1081,Women's Clothes,Shirts,T-Shirts,Square Neck Mesh and Nulu Yoga T-Shirt,54.0,4.5,14
1082,Women's Clothes,Shirts,Long Sleeve Shirts,Limited Edition Swiftly Tech Half-Zip 2.0 Race Length,69.0,,0
1083,Women's Clothes,Swimsuits,,Diamond Grid Skimpy-Fit Swim Bottoms,29.0,,0
1084,Women's Clothes,Shirts,T-Shirts,All Yours Cropped Cotton T-Shirt Tie Dye,29.0,3.8,5
1085,Women's Clothes,Coats & Jackets,,Down for It All Jacket Shine,149.0,4.2,78
1086,Women's Clothes,Sweaters,,Boxy Cashlu Knit Wrap,79.0,4.4,9
1087,Women's Clothes,Coats & Jackets,,Packable Water-Repellent Jacket,74.0,4.5,41
1088,Women's Clothes,Shirts,Long Sleeve Shirts,Rulu Reflective Running Long Sleeve Shirt,69.0,3.8,26
1089,Women's Clothes,Pants,Leggings,"Fast and Free High-Rise Tight 28""",89.0,3.7,502
1090,Women's Clothes,Pants,Joggers,lululemon lab High-Rise Fleece Jogger Diamond Dye Online Only,99.0,3.7,7
1091,Women's Clothes,Coats & Jackets,,lululemon lab Fleece Jacket Diamond Dye,99.0,3.6,7
1092,Women's Clothes,Shirts,Tank Tops,Mesh-Back Training Cropped Tank Top,39.0,3.5,22
1093,Women's Clothes,Shirts,Tank Tops,"Nulu Twist-Back Yoga Tank TopLight Support, C/D Cups",39.0,4.1,63
1094,Women's Clothes,Coats & Jackets,,Insulated Wool Shirt Jacket,199.0,3.4,20
1095,Women's Clothes,Shirts,Short Sleeve Shirts,Lightweight Stretch Run Short Sleeve Shirt,49.0,3.6,137
1096,Women's Clothes,Sweaters,,Reversible Double-Knit Zip-Up Sweater,99.0,3.9,25
1097,Women's Clothes,Shorts,,"Hike to Swim Short 6""",39.0,3.4,16
1098,Women's Clothes,Shirts,,Grid Fleece Hiking Overshirt,79.0,4.3,62
1099,Women's Clothes,Coats & Jackets,,Waterproof Rain Poncho Online Only,149.0,4.0,20
1100,Women's Clothes,Dresses,,"Everlux Short-Lined Tennis Tank Top Dress 6"" Online Only",69.0,3.9,8
1101,Women's Clothes,Shirts,Tank Tops,Swift Ventilated Running Tank Top,29.0,3.5,75
1102,Women's Clothes,Shorts,,"Wunder Train High-Rise Short with Pockets 8""",49.0,4.1,29
1103,Women's Clothes,Shirts,Short Sleeve Shirts,Back in Action Short Sleeve Nulu,49.0,4.5,153
1104,Women's Clothes,Shirts,Bodysuits,"Modal Wrap Romper 4"" Online Only",89.0,4.1,18
1105,Women's Clothes,Shorts,,"Base Pace Ribbed High-Rise Short 6""",49.0,3.7,14
1106,Women's Clothes,Shirts,Tank Tops,Swiftly Breathe Relaxed-Fit Muscle Tank Top,39.0,4.2,206
1107,Women's Clothes,Pants,Joggers,Scuba High-Rise Jogger Graphic Full Length Online Only,89.0,3.0,21
1108,Women's Clothes,Shirts,Long Sleeve Shirts,Time to Restore Long Sleeve,39.0,4.2,92
1109,Women's Clothes,Shirts,T-Shirts,lululemon lab Jacquard Mock Neck T-Shirt,89.0,3.5,4
1110,Women's Clothes,Coats & Jackets,,Rain Rebel Stretch Jacket,169.0,4.0,48
1111,Women's Clothes,Pants,Leggings,Nulu and Crisscross Mesh Stirrup Tight,109.0,4.0,5
1112,Women's Clothes,Pants,Sweatpants,Scuba French Terry High-Rise Jogger,89.0,4.1,147
1113,Women's Clothes,Skirts,,Court Rival High-Rise Skirt Extended Liner,59.0,4.4,25
1114,Women's Clothes,Skirts,,Tennis and Golf High-Rise Wrap Skirt,49.0,4.4,15
1115,Women's Clothes,Hoodies & Sweatshirts,,Perfectly Oversized Crew Pride,84.0,2.6,5
1116,Women's Clothes,Shirts,T-Shirts,Softstreme Gathered T-Shirt,64.0,3.9,37
1117,Women's Clothes,Pants,Leggings,"Seamless Mesh High-Rise Training Tight 25""",109.0,3.6,12
1118,Women's Clothes,Dresses,,"Tank-And-Short Romper 3""",49.0,2.8,5
1119,Women's Clothes,Sports Bras,,"lululemon Energy Bra Adjustable Medium Support, B–D Cups Online Only",39.0,3.8,32
1120,Women's Clothes,Shorts,,"Hotty Hot Low-Rise Lined Short 2.5"" Reflective",69.0,3.7,9
1121,Women's Clothes,Shirts,T-Shirts,Cropped Cotton Ribbed-Band T-Shirt,39.0,4.5,11
1122,Women's Clothes,Sports Bras,,Hike to Swim Bra,39.0,2.6,24
1123,Women's Clothes,Shirts,T-Shirts,Open Up Tie Back T-Shirt,34.0,3.8,214
1124,Women's Clothes,Dresses,,"Nulux Running Dress 8"" Online Only",39.0,3.6,10
1125,Women's Clothes,Shirts,Tank Tops,Seamless Mesh Supportive Training Tank Top,29.0,3.8,16
1126,Women's Clothes,Shirts,T-Shirts,Abrasion-Resistant Training T-Shirt Ed Curtis,54.0,4.0,9
1127,Women's Clothes,Dresses,,Classic-Fit Cotton-Blend T-Shirt Dress,64.0,3.9,47
1128,Men's Clothes,Shirts,Short Sleeve Shirts,lululemon lab Running and Training Relaxed Short Sleeve Shirt,49.0,5.0,1
1129,Women's Clothes,Shorts,,Evergreen High-Rise Short,49.0,4.0,142
1130,Women's Clothes,Pants,Leggings,"Wunder Train High-Rise Tight 25"" Ed Curtis",99.0,4.6,55
1131,Women's Clothes,Pants,,Throwback Astro Pant,99.0,4.0,52
1132,Women's Clothes,Sweaters,,Silk-Blend Crewneck Sweater,69.0,3.6,58
1133,Women's Clothes,Hoodies & Sweatshirts,,Loungeful Cropped Hoodie,79.0,4.4,83
1134,Women's Clothes,Shorts,,"Ribbed Knit High-Rise Short 8""",79.0,3.3,3
1135,Women's Clothes,Coats & Jackets,,Cinch-Back Half-Zip Hiking Pullover Online Only,119.0,4.0,7
1136,Women's Clothes,Pants,Leggings,"Nulu and Crisscross Mesh High-Rise Crop 23""",79.0,4.5,2
1137,Women's Clothes,Sports Bras,,"Tough Train High-Neck Bra Medium Support, C/D Cup",29.0,3.5,34
1138,Women's Clothes,Shirts,Long Sleeve Shirts,2-in-1 Training Tank + Long Sleeve Shirt,59.0,3.0,22
1139,Women's Clothes,Sweaters,,Merino Wool Short Sleeve Wrap,89.0,4.2,64
1140,Women's Clothes,Shorts,,"Fast and Free High-Rise Short 8""",39.0,4.2,332
1141,Women's Clothes,Sports Bras,,"Free to Be Serene Longline Bra Light Support, C/D Cup Online Only",39.0,,0
1142,Women's Clothes,Pants,Leggings,"Unlimit High-Rise Tight 25""",79.0,3.8,638
1143,Women's Clothes,Sports Bras,,"Flow Y Bra Nulu Light Support, B/C Cup Lunar New Year",39.0,3.2,19
1144,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Crop 23"" Brushed Nulux",49.0,3.6,95
1145,Women's Clothes,Shorts,,"Step Out High-Rise Short 3""",39.0,2.9,37
1146,Women's Clothes,Pants,Capris,"Wunder Under Scalloped Hem High-Rise Crop 23"" Roll Down Full-On Luxtreme",49.0,3.5,776
1147,Women's Clothes,Shirts,T-Shirts,Team Canada Cates T-Shirt Calgary,29.0,,0
1148,Women's Clothes,Shirts,T-Shirts,Team Canada Cates T-Shirt Montreal,29.0,4.5,2
1149,Women's Clothes,Shirts,T-Shirts,Team Canada Cates T-Shirt Vancouver,29.0,4.8,6
1150,Women's Clothes,Shirts,T-Shirts,Team Canada Cates T-Shirt Toronto,29.0,5.0,6
1151,Women's Clothes,Pants,,Velour Relaxed High-Rise Pant,119.0,5.0,1
1152,Women's Clothes,Pants,Sweatpants,Braided Detail High-Rise Jogger,64.0,3.5,54
1153,Women's Clothes,Pants,Leggings,"Wunder Under High-Rise Tight 28""",59.0,3.5,4
1154,Women's Clothes,Sports Bras,,"lululemon Align™ Bra Light Support, C/D Cup Shine Online Only",29.0,5.0,3
1155,Women's Clothes,Shorts,,"Cotton-Cashmere Knit High-Rise Short 4""",59.0,3.9,20
1156,Women's Clothes,Pants,Leggings,"Wunder Under High-Rise Tight 25"" Ribbed Fabric",59.0,3.3,44
1157,Women's Clothes,Socks,,Women's Daily Stride Mid-Crew Sock Stripe lululemon,9.0,4.2,23
1158,Women's Clothes,Socks,,Women's Daily Stride Mid-Crew Sock Rainbow,9.0,3.6,25
1159,Women's Clothes,Socks,,Team Canada Women's Power Stride Crew Sock 2 Pack COC Logo,19.0,4.5,8
1160,Women's Clothes,Socks,,Women's Find Your Balance Studio Ankle Sock Online Only,19.0,3.2,19
1161,Women's Clothes,Socks,,Women's Find Your Balance Studio Crew Sock,19.0,2.6,5
1162,Women's Clothes,Socks,,Women's MicroPillow Tab Running Sock Light Cushioning,14.0,3.9,24
1163,Women's Clothes,Socks,,Team Canada Women's Daily Stride Boot Crew Sock Maple Warm COC Logo,14.0,3.7,11
1164,Women's Clothes,Socks,,Women's Power Stride Crew Sock,14.0,4.7,3
1165,Women's Clothes,Socks,,Women's Daily Stride Mid-Crew Sock Sparkle,9.0,4.4,23
1166,Women's Clothes,Socks,,Women's Power Stride Ankle Sock Anti-Stink,14.0,4.5,2
1167,Women's Clothes,Socks,,Women's Power Stride No-Show Sock with Active Grip 3 Pack,24.0,4.0,121
1168,Women's Clothes,Socks,,Women's Power Stride Ankle Sock,9.0,4.3,53
1169,Women's Clothes,Socks,,Women's Power Stride Hiking Crew Sock,19.0,4.3,3
1170,Women's Clothes,Socks,,Women's Power Stride Crew Sock Ed Curtis,14.0,5.0,4
1171,Women's Clothes,Socks,,Women's MacroPillow Tab Running Sock Medium Cushioning,14.0,4.2,37
1172,Women's Clothes,Socks,,Women's Power Stride Crew Sock Reflective,14.0,,0
1173,Women's Clothes,Socks,,Women's Daily Stride Mid-Crew Sock Love,14.0,3.0,4
1174,Women's Clothes,Socks,,Women's MacroPillow Ankle Running Sock Medium Cushioning,19.0,4.2,34
1175,Women's Clothes,Socks,,Women's Power Stride Hiking Ankle Sock Online Only,19.0,4.0,8
